mac_address,vendor
98:06:37,BOEING SSG
1c:21:d1,Private
fc:a4:7a,"SHENZHEN KUKU TECHNOLOGY CO.,LTD"
d0:5f:64,"Shenzhen Canzone Technology Co.,Ltd."
2c:16:bd,Curtiss-Wright Drive Technology
2c:16:bd,Saft AB
2c:16:bd,"Beijing Jishi Huitong Technology Co., Ltd."
2c:16:bd,AIMCO
2c:16:bd,"SCT OPTRONICS CO., LTD"
2c:16:bd,"Shanghai Walktech Information Technology Co.,Ltd."
fc:a4:7a,Oberix Group Pty Ltd
fc:a4:7a,KARRY COMMUNICATION LIMITED
8c:59:3c,Nanonord A/S
8c:59:3c,"Future Robot Technology Co., Limited"
8c:59:3c,Spectranetix
b4:a2:eb,"SHENZHEN ZHUIFENGMA TECHNOLOGY CO., LTD"
b4:a2:eb,SALZBRENNER media GmbH
bc:97:40,"Shenzhen Colorwin Optical Technology Co.,Ltd"
bc:97:40,Direct Communication Solutions
d0:c8:57,"Nanjing Magewell Electronics Co.,Ltd"
d0:c8:57,Dante Security Inc.
bc:97:40,B4ComTechnologies LLC
bc:97:40,"Amap Information Technology Co., Ltd"
bc:97:40,LISTEC GmbH
d0:c8:57,"YUAN High-Tech Development Co., Ltd."
bc:97:40,"Wind Mobility Technology (Beijing) Co., Ltd"
60:95:ce,"Q-SENTECH Co.,Ltd."
1c:82:59,Microtronics Engineering GmbH
1c:82:59,Diatrend Corporation
1c:82:59,"SHENZHEN AOA TECHNOLOGY CO.,LTD"
84:8b:cd,WORMIT
b0:fd:0b,"Taian Yuqi Communication Technology Co., Ltd"
b0:fd:0b,"Eagle Acoustics Manufacturing, LLC"
1c:82:59,"Shanghai Xiaoyan Technology Co., Ltd."
84:8b:cd,Logic Supply
b0:fd:0b,Everynet Oy
b0:fd:0b,Vista Manufacturing
8c:14:7d,Private
c8:2c:2b,RF Engineering and Energy Resource
c8:2c:2b,iWave Systems Tech Pvt Ltd
c8:2c:2b,DALCO AG
1c:ca:e3,Private
c8:63:14,"Optictimes Co.,Ltd"
e4:1e:0a,Tritium Pty Ltd
e4:1e:0a,Zavod № 423
cc:d3:9d,Shanghai tongli information technology co. LTD
e4:1e:0a,Aeroel srl
fc:d2:b6,Winglet Systems Inc.
34:e1:d1,"CREW by True Rowing, Inc."
34:e1:d1,SAMA NextGen PTE Limited
34:e1:d1,HI-TECH.ORG
d4:7c:44,"Huaqin Telecom Technology Co.,Ltd."
fc:d2:b6,Soma GmbH
e4:4c:c7,"Beijing Zhongchuangwei Nanjing Quantum Communication Technology Co., Ltd."
e4:4c:c7,Alert Alarm AB
4c:bc:98,"Shenzhen Shanling Digital Technology Development Co.,Ltd."
e4:4c:c7,JSC Svyaz Inginiring M
4c:bc:98,"Nemon Co., Ltd."
e0:5a:9f,"ShenZhen Arts Changhua Intelligent Technology Co., Ltd"
8c:c8:f4,Private
98:02:d8,Private
d8:86:0b,Get SAT
e0:5a:9f,OMB Guitars LLC
e0:5a:9f,"AITEC SYSTEM CO., LTD."
c4:ff:bc,viRaTec GmbH
38:b1:9e,Basalte BVBA
cc:d3:9d,Continental Control Systems
cc:d3:9d,"Hangzhou Scooper Technology Co.,Ltd."
cc:d3:9d,"INX CO.,LTD."
d4:25:cc,"Nanjing LES Information Technology Co., Ltd"
d4:25:cc,Veea
d4:25:cc,Combined Energy Technologies Pty Ltd
9c:69:b4,Globalcom Engineering SPA
4c:91:7a,Inster Tecnología y Comunicaciones SAU
4c:91:7a,S.I.C.E.S. srl
9c:69:b4,"MOZI (Shenzhen) Artificial Intelligence Technology Co., Ltd."
9c:69:b4,"Appareo Systems, LLC"
6c:df:fb,"Guilin Zhishen Information TechonlogyCO.,Ltd"
6c:df:fb,Greenbird Vertriebs GmbH
0c:ef:af,Private
6c:df:fb,Toucan Systems Ltd
98:f9:c7,Promess GmbH
98:f9:c7,Renalsense
98:f9:c7,"SHENZHEN HUNTKEY ELECTRIC CO., LTD."
98:f9:c7,HighSecLabs
0c:fe:5d,"CTK Contact Electronics co., Ltd."
0c:fe:5d,"Fujian Jieyu Computer Technology Co., Ltd."
a4:58:0f,Homebeaver
6c:5c:3d,Clinton Electronics Corporation
0c:fe:5d,"Dspread International Co.,Limited"
1c:fd:08,sunweit industrial limited
1c:fd:08,"InSeat Solutions, LLC"
1c:fd:08,guangzhou huiqun intelligent technology co. LTD
1c:fd:08,SABIK Offshore GmbH
1c:fd:08,HiHi Ltd
1c:fd:08,"Umeox Innovations Co.,Ltd"
6c:5c:3d,"Hangzhou Netease Yanxuan Trading Co.,Ltd"
6c:5c:3d,"Shenzhen Justek Technology Co., Ltd"
3c:6a:2c,Beijing Donghua Hongtai Polytron Technologies Inc
d0:22:12,Private
cc:1b:e0,Private
3c:6a:2c,Homegear GmbH
30:0a:60,Sixth Energy Technologies Private Limited
3c:6a:2c,Rio Lago Technologies  LLC
30:0a:60,Private
30:0a:60,"KAZUtechnica Co.,Ltd."
30:0a:60,A9
30:0a:60,Imageo s.r.o.
3c:6a:2c,La Barrière Automatique
74:e1:4a,Private
c8:8e:d1,Private
a4:ed:43,"Heyuan intelligence technology CO.,Ltd"
a0:28:33,JGR Optics Inc
a0:28:33,Firm INFORMTEST Ltd.
a0:28:33,Kryptus Information Security S/A
a0:28:33,IMESHX CORPORATION LIMITED
9c:f6:dd,Savari Inc
58:e8:76,Private
30:09:f9,"Beijing Mydreamplus Information Technology Co., Ltd."
84:89:ec,Newell Brands
84:89:ec,EPSa Elektronik & Präzisionsbau Saalfeld GmbH
30:09:f9,"Shenzhen Sunvell Electronics Co., Ltd."
30:09:f9,"Shenzhen Tencent Computer System Co., Ltd."
30:09:f9,essence security
30:09:f9,Maytronics Ltd.
30:09:f9,VELSITEC-CLIBASE
c0:83:59,"Shenzhen Pay Device Technology Co., Ltd."
9c:f6:dd,"RYEEX Technology Co.,Ltd."
9c:f6:dd,"Lighting New Energy Technology Co., Ltd."
c0:83:59,"Cyber Sciences, Inc."
c0:83:59,Private
c0:83:59,Huaxin SM Optics Co. LTD.
04:c3:e6,Flintec UK Ltd.
3c:42:7e,Grandway Technology (Shenzhen) Limited
04:c3:e6,Ekin Teknoloji San ve Tic A.S.
04:c3:e6,Invasys
04:c3:e6,"Extech Electronics Co., LTD."
c0:83:59,"Viper Design, LLC"
b4:4b:d6,"Qstar Technology Co,Ltd"
b4:4b:d6,"CHUNGHSIN INTERNATIONAL ELECTRONICS CO.,LTD."
b4:4b:d6,Arnouse Digital Devices Corp
3c:42:7e,Teknoware Oy
d4:7c:44,Tendzone International Pte Ltd
d4:7c:44,Innoviz Technologies LTD
d4:7c:44,Exafore Oy
d4:7c:44,"OMRON SENTECH CO., LTD."
2c:48:35,Rheonik Messtechnik GmbH
a0:19:b2,Adomi
a0:19:b2,Osatec
a0:19:b2,Lon Microsystems Inc.
2c:48:35,SureFlap Ltd
cc:d3:1e,"ShenZhenBoryNet Co.,LTD."
2c:48:35,Santec Corporation
2c:48:35,Exertus Oy
8c:1c:da,Alcidae Inc
8c:1c:da,"Electronic Controlled Systems, Inc."
8c:1c:da,LocoLabs LLC
3c:24:f0,Wisycom
3c:24:f0,"SHENZHEN PINSIDA TECHNOLOGY CO.,LTD."
0c:73:eb,"Shenzhen Samchung Video Technology Co., Ltd."
8c:1c:da,GEOMC
3c:24:f0,Laipac Technology Inc.
3c:24:f0,Inter-Coastal Electronics
0c:73:eb,"Beijing L&S Lancom Platform Tech. Co., Ltd."
0c:73:eb,EVERSEC TECHNOLOGY CORPORATION
0c:73:eb,"Beijing Miiiw Technology Co., Ltd"
48:0b:b2,"XIAMEN RONGTA TECHNOLOGY CO.,LTD."
48:0b:b2,Beijing Dragon Resources Limited.
48:0b:b2,"Thales CETCA Avionics CO., Ltd"
88:5f:e8,Inor Process AB
88:5f:e8,"Beijing laiwei Technology  Co.,Ltd"
88:5f:e8,"zhejiang yuanwang communication technolgy co.,ltd"
b8:d8:12,Visual Productions BV
30:1f:9a,"NCM Supplies, Inc."
30:1f:9a,Triax A/S
f0:41:c8,"POSTIUM KOREA CO., LTD."
30:1f:9a,Origami Group Limited
30:1f:9a,Shenzhen Fengliyuan Energy Conservating Technology Co. Ltd
f0:41:c8,"LINPA ACOUSTIC TECHNOLOGY CO.,LTD"
88:a9:a7,Honeywell spol. s.r.o. HTS CZ o.z.
88:a9:a7,TWK-ELEKTRONIK
88:a9:a7,AndroVideo Inc.
f0:41:c8,"XI'AN MEI SHANG MEI WIRELESS TECHNOLOGY.Co., Ltd."
88:a9:a7,FlashForge Corporation
a4:da:22,AURANEXT
dc:e5:33,WECAN Solution Inc.
a4:da:22,Malldon Technology Limited
88:a9:a7,Mikroelektronika
c4:ff:bc,"Shenzhen C & D Electronics Co., Ltd."
c4:ff:bc,"ShenZhen ZYT Technology co., Ltd"
c4:ff:bc,Beijing  KDF information technology co. LTD.
c4:ff:bc,Advanced Navigation
c4:ff:bc,"Mobiletron Electronics Co., Ltd"
c4:ff:bc,"KyongBo Electric Co., Ltd."
9c:43:1e,ProMOS Technologies Inc.
9c:43:1e,Wunda Group plc
9c:43:1e,R-S-I Elektrotechnik GmbH  CO KG
9c:43:1e,CONTINENT Co. Ltd
28:2c:02,Dexin Digital Technology Corp. Ltd.
9c:43:1e,Advanced Logic Technology (ALT) sa
f8:b5:68,"Beijing Wanji Techonology Co., Ltd."
28:2c:02,Telecom and Microelectonic Industries
28:2c:02,"Systec Intelligent Building Technology (Tianjin) Co.,Ltd."
f8:b5:68,ZAO &quot;RADIUS Avtomatika&quot;
28:2c:02,Lookman Electroplast Industries Ltd
f8:b5:68,SinePulse GmbH
f8:b5:68,"Shenzhen New-Bund Technology Co., Ltd."
f8:b5:68,"CloudMinds (Shenzhen) Holdings Co., Ltd"
40:48:fd,Dorel Juvenile
40:48:fd,The 52nd Research Institute of China Electronic Technology Group Corporation
40:48:fd,"BEIJING C&W ELECTRONICS(GROUP)CO.,LTD"
f8:b5:68,"3SI Security Systems, Inc"
40:48:fd,NOX Systems AG
38:73:ea,"Lightform, Inc."
38:73:ea,Live Sentinel
ec:9f:0d,Simula Technology Inc.
ec:9f:0d,"Shenzhen Compare Electronics Co., Ltd"
ec:9f:0d,"Zhejiang HEJU Communication Technology Co., Ltd"
34:d0:b8,OROSOUND SAS
ac:1d:df,Motec Pty Ltd
ac:1d:df,"Green IT Korea Co., Ltd."
ac:1d:df,"Shenzhen Ouzheng Electronic Tech Co,.Ltd"
cc:22:37,shenzhen zonglian network technology limited
cc:22:37,E Ink Corp
74:1a:e0,Socionext Inc.
cc:22:37,Safilo S.p.A.
2c:27:9e,Electronique Bluewave Inc.
2c:27:9e,Exegy Inc
90:4e:91,"Shanghai JaWay Information Technology Co., Ltd."
b8:d8:12,Glamo Inc.
2c:27:9e,FOCAL-JMLab
90:4e:91,Teleepoch Ltd
18:9b:a5,legendsky tech
18:9b:a5,SHENZHEN FIONEXX TECHNOLOGIES LTD.
18:9b:a5,"Beijing Xinertel Technology Co., Ltd."
90:4e:91,Showtacle s.r.o.
18:9b:a5,"Taiwan Name Plate Co.,LTD"
18:9b:a5,Starfire Industries LLC
cc:1b:e0,"Microtech System,Inc"
18:9b:a5,Dectris Ltd.
34:29:8f,Keystone Electronic Solutions
28:f5:37,Herbert Waldmann GmbH & Co. KG
28:f5:37,Performance Motion Devices
28:f5:37,MyOmega Systems GmbH
78:d8:00,Björkviks Consulting AB
78:d8:00,Maddalena S.p.A.
78:d8:00,SightLine Applications
7c:ba:cc,Briowireless Inc.
7c:ba:cc,Virgin Orbit
7c:ba:cc,SIGMA-ELEKTRO GmbH
f8:8a:3c,Protos GmbH
4c:65:a8,TEL-Electronics Ltd
f8:8a:3c,"Cadmus Electronic Co.,Ltd."
f8:8a:3c,Carefree of Colorado
f8:8a:3c,KOKKIA INC
f8:8a:3c,Beijing Zhong Chuang Communication Technology Ltd.
f8:8a:3c,"GO-LINK TECHNOLOGY CO., LTD."
4c:65:a8,Plus One Japan Limited
8c:14:7d,Electrical & Automation Larsen & Toubro Limited
8c:14:7d,Bausch Datacom NV/SA
8c:14:7d,Nio
a0:c5:f2,AiCare Corp.
8c:14:7d,Shenzhen  Lanxus  technology Co. Ltd.
f0:23:b9,Ubiant
f0:23:b9,Q Core Medical Ltd
40:ed:98,Integrated Design Ltd
04:71:4b,"Shenzhen BoClouds Technology Co.,Ltd."
f0:23:b9,Annapurna labs
f0:23:b9,BSP RUS Ltd.
04:71:4b,Griesser Electronic AG
04:71:4b,Bureau Electronique Appliquee
60:d7:e3,Ameli s.r.l.
08:ed:02,Telstra Corporation Limited
98:aa:fc,"Dalian Eastern Display Co., Ltd."
14:4f:d7,"Edan Instruments, Inc."
98:aa:fc,SURTEC
08:ed:02,Origami Energy Ltd
14:4f:d7,"Shanghai B&A Technology Co., Ltd"
14:4f:d7,Emerson Network Power (India) Pvt. Ltd.
a4:11:63,"SHENZHEN YIWANJIA INFORMATION TECHNOLOGY CO.,LTD"
14:4f:d7,FLS FINLAND OY
a4:11:63,"Carbon, Inc."
a4:11:63,"SHENZHEN ZHISHI TECHNOLOGY CO., LTD."
1c:a0:d3,OOO Tekhnotronika
40:a3:6b,Securiton AG
a4:11:63,Moog Music Inc.
40:f3:85,Teleepoch Ltd
40:f3:85,SubPac
8c:c8:f4,Strongbyte Solutions Limited
40:f3:85,Beijing Zongheng Electro-Mechanical Technology Development Co.
8c:c8:f4,Evaporcool Solutions
40:f3:85,Creanord
40:f3:85,Digital Bros S.p.A.
8c:c8:f4,Dark Horse Connect LLC
8c:c8:f4,"Shenzhen KSTAR Science and Technology Co., Ltd"
50:a4:d0,"Changsha SinoCare, Inc"
50:a4:d0,Axel Technology
50:a4:d0,Sagetech Corporation
50:a4:d0,Raven Industries Inc.
34:04:9e,GoChip Inc.
40:ed:98,A-IOX INC.
34:04:9e,"Life Interface Co., Ltd."
40:ed:98,"GuangZhou FiiO Electronics Technology Co.,Ltd"
40:ed:98,"BloomSky,Inc."
50:0b:91,"Igor, Inc."
a4:58:0f,"Stone Lock Global, Inc."
a4:58:0f,AIR LIQUIDE MEDICAL SYSTEMS
50:0b:91,Annapurna labs
a4:58:0f,Ksenia Security srl
50:0b:91,Sinope technologies Inc
7c:cb:e2,1000eyes GmbH
7c:cb:e2,SY Electronics Limited
7c:cb:e2,Aplex Technology Inc.
24:4e:7b,"Nanjing Wanlida Technology Co., Ltd."
7c:cb:e2,"Hangzhou Haohaokaiche Technology Co.,Ltd."
7c:cb:e2,"DTECH Labs, Inc."
48:65:ee,"shenzhen sunflower technologies CO., LIMITED"
48:65:ee,DefPower Ltd
4c:e1:73,"Shenzhen Evolution Dynamics Co., Ltd."
1c:c0:e1,Exigent Sensors
1c:c0:e1,Ospicon Company Limited
4c:e1:73,Nexoforge Inc.
1c:c0:e1,NewLand (NZ) Communication Tech Limited
ac:64:dd,PFDC ELANCYL
ac:64:dd,"Shenzhen PuHua Technology Co., Ltd"
ac:64:dd,Bluewave Global Manufacturing Limited
ac:64:dd,Wittmann Kunststoffgeräte GmbH
38:3a:21,R3C Information(Shenzhen) Co.，Ltd.
38:3a:21,HOBART GmbH
f8:1d:78,"GUANGDONG ENOK COMMUNICATION CO., LTD."
38:3a:21,OOO NPP Uraltechnologiya
f8:1d:78,"WUHAN GUIDE INFRARED CO.,LTD"
f8:1d:78,SigmaConnectivityAB
c0:d3:91,B9Creations
f0:ac:d7,"Fiziico Co., Ltd."
98:6d:35,my-PV GmbH
f0:ac:d7,"Zhejiang Makepower Electronics,Inc."
28:36:38,CHARGELIB
28:36:38,Georg Neumann GmbH
b0:c5:ca,EM-Tech
8c:19:2d,Pyras Technology Inc.
8c:19:2d,"Noritsu Precision Co., Ltd."
78:ca:83,Eksagate Elektronik Mühendislik ve Bilgisayar San. Tic. A.Ş.
8c:19:2d,smartHome Partner GmbH
1c:87:76,Dspread Technology (Beijing) Inc.
d0:d9:4f,ARROWAVE TECHNOLOGIES LIMITED
d0:d9:4f,"Shenzhen FDC Electuonic Co.,Ltd."
cc:d3:1e,PJG Systementwicklung GmbH
cc:d3:1e,NantEnergy
e0:b6:f5,Advatek Lighting Pty Ltd
e0:b6:f5,"Shanghai- British Information Technology Co., Ltd"
2c:26:5f,AATON DIGITAL
50:ff:99,Yongjing Shanghai Electronic Science and Technology
e0:b6:f5,Motiveprime Consumer Electronics Pvt Ltd
e0:b6:f5,"Shenzhen Civicom Technology Co.,Limited"
50:ff:99,Garrison Technology
98:6d:35,PDAHL
7c:47:7c,I-Convergence.com
7c:47:7c,RLC Electronics Systems
7c:47:7c,"DaLian Cheering Tech Co.,Ltd"
38:fd:fe,Swedish Adrenaline AB
38:fd:fe,Indra Navia AS
38:fd:fe,OOO Group of Industrial Technologies
38:fd:fe,"Edge I&D Co., Ltd."
5c:f2:86,Access IS
38:b8:eb,Ajax Systems Inc
38:b8:eb,NHS Sistemas de Energia
38:b8:eb,UMLOGICS
38:b8:eb,SECAD SA
38:fd:fe,Management Service Corporation
38:b8:eb,"Bumjin C&L Co., Ltd."
78:ca:83,"Pinhole (Beijing) Technology Co., Ltd."
78:ca:83,Neofon GmbH
78:ca:83,APC
78:ca:83,Nomiku
1c:88:79,Orion Labs inc
1c:88:79,"Beijing Raycores Technology Co.,Ltd"
1c:87:74,"Surtec Industries, Inc"
1c:88:79,Ultraflux
1c:87:74,Nebbiolo Technologies
1c:87:74,Wide World Trade HK ltd.
1c:87:74,Silora R&D
1c:87:74,SIGFOX
1c:87:76,Qivivo
1c:87:76,"Guangzhou Video-Star Electronics Co.,Ltd."
1c:87:76,philandro Software GmbH
1c:87:76,Corporate Systems Engineering
1c:87:76,Tokyo Drawing Ltd.
1c:87:76,Unjo AB
1c:87:79,Visual Land Inc.
1c:87:79,Wurm GmbH & Co. KG Elektronische Systeme
1c:87:76,Ibeo Automotive Systems GmbH
40:a3:6b,"FAOD Co.,Ltd."
84:39:be,Guangdong SunMeng Information Technology Co. Ltd.
84:39:be,"Shenzhen IP3 Century Intelligent Technology Co., Ltd"
40:a3:6b,TOPROOTTechnology Corp. Ltd.
70:88:6b,"Beijing Strongleader Science & Technology Co., Ltd."
70:88:6b,"RHXTune Technology Co.,Ltd"
70:88:6b,"HORI CO., LTD."
70:88:6b,"MAX4G, Inc."
70:88:6b,Veracity UK Ltd
80:0a:80,"Dongguan I-Chime electrinics Co.,Ltd"
cc:1b:e0,Sichuan Dianjia network technology Co.Ltd.
cc:1b:e0,"i-Trinetech Co.,Ltd."
cc:1b:e0,ART&CORE Inc
00:55:da,"Shinko Technos co.,ltd."
c8:8e:d1,Aventics GmbH
a0:3e:6b,iLoda Solutions Limited
a0:3e:6b,"Wuhan Rui Ying Tong Network Technology Co., Ltd(China)"
a0:3e:6b,SinoGrid Software Systems Inc.
1c:21:d1,"Microview Science and Technology Co.,Ltd"
1c:21:d1,Scientific-Production Enterprise Dynamics
dc:44:27,Neusoft Corporation
c8:8e:d1,AISWORLD PRIVATE LIMITED
b0:c5:ca,Audio Elektronik İthalat İhracat San ve Tic A.Ş.
b0:c5:ca,Private
b0:c5:ca,XMetrics
dc:44:27,"Century Audio, Inc."
b0:c5:ca,"abode systems, inc."
78:c2:c0,Huwomobility
78:c2:c0,SES
74:f8:db,"Simon Electric (China) Co.,ltd"
74:f8:db,Songam Syscom Co. LTD.
74:f8:db,"Shenzhen Melon Electronics Co.,Ltd"
78:c2:c0,XRONOS-INC
b4:37:d1,Union Tecnologica Noxium S.L.
b4:37:d1,ZXY Sport Tracking
b4:37:d1,"NSI Co., Ltd."
88:5d:90,CPAC Systems
88:5d:90,Shenzhen JingHanDa Electronics Co.Ltd
88:5d:90,"FOSHAN HUAGUO OPTICAL CO.,LTD"
80:7b:85,Mersen
54:9a:11,"Orient Direct, Inc."
54:9a:11,"Xi'an Hua Fan Technology Co.,Ltd."
88:5d:90,Hexaglobe
80:7b:85,Kaynes Technology India Pvt Ltd
64:fb:81,SHANGHAI   SIMCOM   LIMITED
64:fb:81,"XIMO Communication Technology Co., Ltd"
1c:ca:e3,Dabi Atlante S/A Industrias Medico Odontológicas
80:e4:da,"Dalian Roiland Technology Co.,Ltd"
80:e4:da,CAVALRY STORAGE INC
80:e4:da,"BroadMedia Co., Ltd."
1c:ca:e3,"Shenzhen Smart Device Technology Co.,LTD"
1c:ca:e3,"Sunray Medical Apparatus Co.,Ltd."
1c:ca:e3,SHIN-YOSHA CORPORATION
1c:ca:e3,OxySec S.r.l.
2c:6a:6f,Milbank Manufacturing Co.
2c:d1:41,Ezee Systems Limited
2c:6a:6f,EATON FHF Funke + Huster Fernsig GmbH
90:c6:82,Lachmann & Rink GmbH
90:c6:82,Li Seng Technology Ltd.
90:c6:82,S.A.E.T. S.R.L.
2c:d1:41,Resus Industries
2c:6a:6f,SHEN ZHEN SIS SCIENCE & TECHNOLOGY LTD.
a0:bb:3e,Shenzhen Talent Technology company limited
a0:bb:3e,Ewig Industries Macao Commercial Offshore Ltd
2c:6a:6f,"NanChang LangJie Technology Co.,Ltd"
a0:bb:3e,DirectOut GmbH
98:02:d8,EBI  Ltd.
98:02:d8,AGV spa
98:02:d8,United Power Research Technology Corp.
28:fd:80,Poket Hardware GmbH
28:fd:80,Apollo Digital (Taiwan) Ltd.
2c:26:5f,Rexgen Inc.
28:fd:80,Xiaocong Network Limited
28:fd:80,"JINLITONG INTERNATIONAL CO.,LTD"
28:fd:80,Jasco Products Company
28:fd:80,Vigil Monitoring
2c:26:5f,Brüel & Kjaer Vibro GmbH
2c:26:5f,E Core Corporation
0c:ef:af,Syntrans AB
0c:ef:af,Infinisource Inc.
0c:ef:af,CJSC «Svyaz Engineering»
a4:4f:29,Shenzhen Huadoo Bright Group Limitied
f8:02:78,"EMBUX Technology Co., Ltd."
f8:02:78,"Witium Co., Ltd"
3c:39:e7,Hannstar Display Corp
10:07:23,TESSERA TECHNOLOGY INC.
a4:4f:29,Certi Networks Sdn Bhd
3c:39:e7,MARPOSS SPA
a4:4f:29,Protean Payment
a4:4f:29,"Innovations in Optics, Inc."
10:07:23,Wireless input technology Inc.
3c:39:e7,RO.VE.R. Laboratories S.p.A
10:07:23,Tongfang computer co.Ltd.
d0:22:12,"SHENZHEN ZHONGXI SECURITY CO.,LTD"
e8:18:63,"Shenzhen Hipad Telecommunication Technology Co.,Ltd"
10:07:23,Audio Engineering Ltd.
e8:18:63,WETEK ELECTRONICS LIMITED
e8:18:63,"DIGITAL DYNAMICS, INC."
74:e1:4a,"Wuhan Shenghong Laser Projection Technology Co.,LTD"
74:e1:4a,Diamond Kinetics
74:e1:4a,KLIMAT SOLEC Sp. z o.o.
74:e1:4a,Altenburger Electronic GmbH
74:e1:4a,Cerevo Inc.
74:e1:4a,Emerging Technology (Holdings) Ltd.
b8:d8:12,Neuropace Inc.
bc:66:41,"Shenzhen General Measure Technology Co., Ltd"
bc:66:41,Scientific Games
e4:95:6e,"Shanghai Hoping Technology Co., Ltd."
bc:66:41,"Solectria Renewables, LLC"
e4:95:6e,"SHENZHEN JOYETECH ELECTRONICS CO., LTD."
58:fc:db,Shanghai Qianjin Electronic Equipment Co. Ltd
58:fc:db,"Shenzhen Siecom Communication Technology Development Co.,Ltd."
58:fc:db,"Excenon Mobile Technology Co., Ltd."
58:fc:db,"Open Roads Consulting, Inc."
b0:1f:81,Advanced & Wise Technology Corp.
58:fc:db,Custom Biogenic Systems
b0:1f:81,Technion Oy
b0:1f:81,"COMOTA Co., Ltd."
bc:66:41,InSync Technology Ltd
58:fc:db,Certis Technology International
b0:1f:81,Uvax Concepts
b0:1f:81,"Dalian GigaTec Electronics Co.,Ltd"
f4:0e:11,DXG Technology Corp.
f4:0e:11,Dayang Technology Development Inc.
14:1f:ba,Black Moth Technologies
7c:70:bc,Lukup Media
7c:70:bc,dogtra
14:1f:ba,Deutsche Energieversorgung GmbH
7c:70:bc,HOPERUN MMAX DIGITAL PTE. LTD.
7c:70:bc,Mennekes Elektrotechnik GmbH & Co. KG
7c:70:bc,"Canary Connect, Inc."
bc:34:00,Dexcel Design Pvt Ltd
7c:70:bc,Digital Lumens
a4:3b:fa,JSC “Component-ASU”
a4:3b:fa,Maxon Australia
d0:76:50,Revox Inc.
a4:3b:fa,Alpwise
d0:76:50,Picobrew LLC
74:19:f8,"Ansjer Electronics Co., Ltd."
d0:76:50,Annapurna Labs
40:11:75,BWT Tianjin Ltd.
4c:4b:f9,"Shenzhen Haichuan Intelligent Information Technology Co., Ltd."
54:a4:93,Advice
10:dc:b6,Private
54:a4:93,"Wonders Technology Co., Ltd."
04:d1:6e,s.d.i. s.p.a.
04:d1:6e,"FUZHOU ZHUOYI ELECTRONIC CO.,LTD"
54:a4:93,Do Easy International Limited
54:a4:93,RED Hydrogen LLC
44:03:77,Norden Communication UK Ltd.
44:03:77,symplr
44:03:77,"Musashi Seimitsu Industry Co.,Ltd"
44:03:77,Annapurna labs
50:62:55,CCTV Manufacturer
50:62:55,"Roda industrial development Co.,Ltd."
50:62:55,"Hagiwara Solutions Co., Ltd"
64:31:39,"Shenzhen He&e Technology Co.,Ltd."
64:31:39,Shenzhen Huanyin Electronics Ltd.
64:31:39,"Product Development Associates, Inc."
c4:95:4d,"Newland Era Edu Hi-Tech(BeiJing)Co.,Ltd"
64:31:39,Smartplus Inc.
c4:95:4d,"Multicom, Inc"
00:69:67,PANGAEA SOLUTION INC
00:69:67,"Command Alkon, Inc"
c4:95:4d,"Canare Electric Co., Ltd."
00:69:67,Desird Design R&D
a0:22:4e,Kyung In Electronics
a0:22:4e,TMGcore LLC
a0:22:4e,EISST  International Ltd
20:0a:0d,"Wideband Systems, Inc."
20:0a:0d,sehwa
20:0a:0d,"Shenzhen Zhangyue Technology Co.,Ltd"
40:2c:76,"Guangzhou Qi'an Technology Co., Ltd."
40:2c:76,"Beijing Kuaiyu Electronic Co., Ltd."
50:de:19,"Langogo Technology Co., Ltd."
3c:fa:d3,"GRG Banking Technology Co.,Ltd"
3c:fa:d3,UltiMachine
3c:fa:d3,"Harman Connected Services, Inc."
b0:b3:53,"Rizhao SUNWAM International Co., Ltd."
b0:b3:53,Ledger
14:ae:85,Trimble LEM
14:ae:85,Kayamatics Limited
64:62:66,"Shenzhen C & D Electronics Co., Ltd."
64:62:66,Signal Hound
64:62:66,"Chunghwa System Integration Co., Ltd."
64:62:66,Protectli
64:62:66,"Redstone Systems, Inc."
64:62:66,Kobol Innovations Pte. Ltd.
94:05:bb,"AUSTAR HEARING SCIENCE AND TECHNILIGY(XIAMEN)CO.,LTD"
94:05:bb,LAO INDUSTRIA LTDA
f4:90:cb,Avilution
4c:4b:f9,"Shandong Linkotech Electronic Co., Ltd."
4c:4b:f9,"Power Active Co., Ltd"
4c:4b:f9,Multitek Elektronik Sanayi ve Ticaret A.S.
20:85:93,"Mid Continent Controls, Inc."
34:04:9e,Connected IO
20:85:93,Private
24:15:10,Topgolf Sweden AB
24:15:10,"SuZhou A-rack Information Technology Co.,Ltd"
20:85:93,AASSET SECURITY
20:85:93,Wave-In Communication
bc:66:41,Private
98:06:37,Angora Networks
64:fb:81,Private
78:c2:c0,Private
14:1f:ba,Private
58:fc:db,Private
74:f8:db,Private
7c:70:bc,Private
d0:76:50,Private
44:d5:f2,"Shenzhen Hebang Electronic Co., Ltd"
98:06:37,"Chengdu Shuwei Communication Technology Co.,Ltd"
d0:5f:64,"Nanjing Huamai Technology Co.,Ltd"
44:d5:f2,"Valeo Interior Controls (Shenzhen) Co.,Ltd"
44:d5:f2,tiga.eleven GmbH
d0:5f:64,PartnerNET LTD
fc:a4:7a,Hefei Feier Smart Science&Technology Co. Ltd
fc:a4:7a,HOOC AG
2c:16:bd,"Beijing Zhijian Link Technology Co., Ltd."
fc:a4:7a,Syfer
